+2.18e+10ns 10.14
+2.2e+10ns 10.08
+2.22e+10ns 10.08
+2.24e+10ns 10.2
+2.26e+10ns 10.08
+2.28e+10ns 10.02
+2.3e+10ns 10.08
+2.32e+10ns 10.02
+2.34e+10ns 10.2
+2.36e+10ns 8.58
+2.38e+10ns 9.12
+2.4e+10ns 10.14
+2.42e+10ns 10.08
+2.44e+10ns 10.08
+2.46e+10ns 10.2
+2.48e+10ns 10.08
+2.5e+10ns 10.08
+2.52e+10ns 10.02
+2.54e+10ns 10.02
+2.56e+10ns 10.14
+2.58e+10ns 10.02
+2.6e+10ns 9.96
+2.62e+10ns 10.02
+2.64e+10ns 10.08
+2.66e+10ns 9.96
+2.68e+10ns 9.96
+2.7e+10ns 9.96
+2.72e+10ns 9.96
+2.74e+10ns 10.08
+2.76e+10ns 9.96
+2.78e+10ns 9.96
+2.8e+10ns 9.96
+2.82e+10ns 10.08
+2.84e+10ns 9.96
+2.86e+10ns 9.96
+2.88e+10ns 10.02
+2.9e+10ns 9.96
+2.92e+10ns 10.14
+2.94e+10ns 10.02
+2.96e+10ns 10.02
+2.98e+10ns 10.02
+3e+10ns 10.2
+3.02e+10ns 10.08
+3.04e+10ns 10.08
+3.06e+10ns 10.08
+3.08e+10ns 10.14
+3.1e+10ns 10.26
+3.12e+10ns 10.14
+3.14e+10ns 7.68
+3.16e+10ns 10.26
+3.18e+10ns 10.26
+3.2e+10ns 10.2
+3.22e+10ns 10.2
+3.24e+10ns 10.32
+3.26e+10ns 10.14
+3.28e+10ns 10.14
+3.3e+10ns 10.08
+3.32e+10ns 10.2
+3.34e+10ns 10.08
+3.36e+10ns 10.08
+3.38e+10ns 10.02
+3.4e+10ns 10.08
+3.42e+10ns 10.14
+3.44e+10ns 10.02
+3.46e+10ns 7.62
+3.48e+10ns 10.2
+3.5e+10ns 10.08
+3.52e+10ns 10.08
+3.54e+10ns 10.2
+3.56e+10ns 10.08
+3.58e+10ns 10.08
+3.6e+10ns 10.02
+3.62e+10ns 10.08
+3.64e+10ns 10.14
+3.66e+10ns 10.02
+3.68e+10ns 9.96
+3.7e+10ns 10.02
+3.72e+10ns 10.08
+3.74e+10ns 9.96
+3.76e+10ns 9.96
+3.78e+10ns 9.96
+3.8e+10ns 9.96
+3.82e+10ns 10.08
+3.84e+10ns 9.96
+3.86e+10ns 9.96
+3.88e+10ns 9.96
+3.9e+10ns 10.08
+3.92e+10ns 9.96
+3.94e+10ns 9.96
+3.96e+10ns 9.96
+3.98e+10ns 10.02
+4e+10ns 10.14
+4.02e+10ns 9.96
+4.04e+10ns 10.02
+4.06e+10ns 10.08
+4.08e+10ns 10.14
+4.1e+10ns 10.08
+4.12e+10ns 10.08
+4.14e+10ns 10.08
+4.16e+10ns 10.08
+4.18e+10ns 10.26
+4.2e+10ns 10.14
+4.22e+10ns 9.72
+4.24e+10ns 8.1
+4.26e+10ns 10.32
+4.28e+10ns 10.26
+4.3e+10ns 10.2
+4.32e+10ns 10.32
+4.34e+10ns 10.2
+4.36e+10ns 10.14
+4.38e+10ns 10.08
+4.4e+10ns 10.2
+4.42e+10ns 10.08
+4.44e+10ns 10.08
+4.46e+10ns 10.02
+4.48e+10ns 10.08
+4.5e+10ns 10.14
+4.52e+10ns 10.08
+4.54e+10ns 8.58
+4.56e+10ns 9.12
+4.58e+10ns 10.14
+4.6e+10ns 10.08
+4.62e+10ns 10.2
+4.64e+10ns 10.08
+4.66e+10ns 10.08
+4.68e+10ns 10.08
+4.7e+10ns 10.02
+4.72e+10ns 10.14
+4.74e+10ns 10.02
+4.76e+10ns 10.02
+4.78e+10ns 9.96
+4.8e+10ns 10.14
+4.82e+10ns 9.96
+4.84e+10ns 9.96
+4.86e+10ns 9.96
+4.88e+10ns 9.96
+4.9e+10ns 10.08
+4.92e+10ns 9.96
+4.94e+10ns 9.96
+4.96e+10ns 9.96
+4.98e+10ns 10.08
+5e+10ns 9.96
+5.02e+10ns 9.96
+5.04e+10ns 9.96
+5.06e+10ns 10.02
+5.08e+10ns 10.08
+5.1e+10ns 10.02
+5.12e+10ns 10.02
+5.14e+10ns 10.02
+5.16e+10ns 10.14
+5.18e+10ns 10.08
+5.2e+10ns 10.08
+5.22e+10ns 10.08
+5.24e+10ns 10.08
+5.26e+10ns 10.26
+5.28e+10ns 10.14
+5.3e+10ns 10.14
+5.32e+10ns 7.68
+5.34e+10ns 10.26
+5.36e+10ns 10.26
+5.38e+10ns 10.2
+5.4e+10ns 10.32
+5.42e+10ns 10.2
+5.44e+10ns 10.14
+5.46e+10ns 10.14
+5.48e+10ns 10.2
+5.5e+10ns 10.08
+5.52e+10ns 10.08
+5.54e+10ns 10.08
+5.56e+10ns 10.02
+5.58e+10ns 10.2
+5.6e+10ns 10.02
+5.62e+10ns 10.02
+5.64e+10ns 7.62
+5.66e+10ns 10.2
+5.68e+10ns 10.08
+5.7e+10ns 10.2
+5.72e+10ns 10.08
+5.74e+10ns 10.08
+5.76e+10ns 10.08
+5.78e+10ns 10.02
+5.8e+10ns 10.2
+5.82e+10ns 10.02
+5.84e+10ns 10.02
+5.86e+10ns 9.96
+5.88e+10ns 10.14
+5.9e+10ns 9.96
+5.92e+10ns 9.96
+5.94e+10ns 9.96
+5.96e+10ns 9.96
+5.98e+10ns 10.08
+6e+10ns 9.96
+6.02e+10ns 9.96
+6.04e+10ns 9.96
+6.06e+10ns 10.08
+6.08e+10ns 9.96
+6.1e+10ns 9.96
+6.12e+10ns 9.96
+6.14e+10ns 9.96
+6.16e+10ns 10.14
+6.18e+10ns 10.02
+6.2e+10ns 9.96
+6.22e+10ns 10.02
+6.24e+10ns 10.2
+6.26e+10ns 10.02
+6.28e+10ns 10.08
+6.3e+10ns 10.08
+6.32e+10ns 10.08
+6.34e+10ns 10.2
+6.36e+10ns 10.14
+6.38e+10ns 10.14
+6.4e+10ns 9.72
+6.42e+10ns 8.16
+6.44e+10ns 10.26
+6.46e+10ns 10.26
+6.48e+10ns 10.32
+6.5e+10ns 10.2
+6.52e+10ns 10.2
+6.54e+10ns 10.14
+6.56e+10ns 10.2
+6.58e+10ns 10.08
+6.6e+10ns 10.08
+6.62e+10ns 10.08
+6.64e+10ns 10.14
+6.66e+10ns 10.08
+6.68e+10ns 10.02
+6.7e+10ns 10.08
+6.72e+10ns 8.58
+6.74e+10ns 9.12
+6.76e+10ns 10.14
+6.78e+10ns 10.2
+6.8e+10ns 10.08
+6.82e+10ns 10.08
+6.84e+10ns 10.08
+6.86e+10ns 10.08
+6.88e+10ns 10.14
+6.9e+10ns 10.02
+6.92e+10ns 10.02
+6.94e+10ns 10.02
+6.96e+10ns 10.08
+6.98e+10ns 10.02
+7e+10ns 9.96
+7.02e+10ns 9.96
+7.04e+10ns 9.96
+7.06e+10ns 10.08
+7.08e+10ns 9.96
+7.1e+10ns 9.96
+7.12e+10ns 9.96
+7.14e+10ns 10.08
+7.16e+10ns 9.96
+7.18e+10ns 9.96
+7.2e+10ns 9.96
+7.22e+10ns 9.96
+7.24e+10ns 10.14
+7.26e+10ns 9.96
+7.28e+10ns 10.02
+7.3e+10ns 10.02
+7.32e+10ns 10.14
+7.34e+10ns 10.02
+7.36e+10ns 10.08
+7.38e+10ns 10.08
+7.4e+10ns 10.08
+7.42e+10ns 10.2
+7.44e+10ns 10.14
+7.46e+10ns 10.14
+7.48e+10ns 10.14
+7.5e+10ns 7.74
+7.52e+10ns 10.2
+7.54e+10ns 10.38
+7.56e+10ns 10.2
+7.58e+10ns 10.2
+7.6e+10ns 10.2
+7.62e+10ns 10.14
+7.64e+10ns 10.26
+7.66e+10ns 10.08
+7.68e+10ns 10.08
+7.7e+10ns 10.08
+7.72e+10ns 10.2
+7.74e+10ns 10.02
+7.76e+10ns 10.08
+7.78e+10ns 10.02
+7.8e+10ns 10.02
+7.82e+10ns 7.68
+7.84e+10ns 10.14
+7.86e+10ns 10.2
+7.88e+10ns 10.08
+7.9e+10ns 10.08
+7.92e+10ns 10.08
+7.94e+10ns 10.08
+7.96e+10ns 10.14
+7.98e+10ns 10.08
+8e+10ns 10.02
+8.02e+10ns 10.02
+8.04e+10ns 10.08
+8.06e+10ns 10.02
+8.08e+10ns 9.96
+8.1e+10ns 9.96
+8.12e+10ns 9.96
+8.14e+10ns 10.08
+8.16e+10ns 9.96
+8.18e+10ns 9.96
+8.2e+10ns 9.96
+8.22e+10ns 10.08
+8.24e+10ns 9.96
+8.26e+10ns 9.96
+8.28e+10ns 9.96
+8.3e+10ns 9.96
+8.32e+10ns 10.08
+8.34e+10ns 10.02
+8.36e+10ns 10.02
+8.38e+10ns 9.96
+8.4e+10ns 10.14
+8.42e+10ns 10.08
+8.44e+10ns 10.02
+8.46e+10ns 10.08
+8.48e+10ns 10.08
+8.5e+10ns 10.2
+8.52e+10ns 10.08
+8.54e+10ns 10.14
+8.56e+10ns 10.14
+8.58e+10ns 9.72
+8.6e+10ns 8.16
+8.62e+10ns 10.44
+8.64e+10ns 10.2
+8.66e+10ns 10.2
+8.68e+10ns 10.2
+8.7e+10ns 10.2
+8.72e+10ns 10.26
+8.74e+10ns 10.08
+8.76e+10ns 10.08
+8.78e+10ns 10.08
+8.8e+10ns 10.2
+8.82e+10ns 10.02
+8.84e+10ns 10.08
+8.86e+10ns 10.02
+8.88e+10ns 10.08
+8.9e+10ns 8.58
+8.92e+10ns 9.12
+8.94e+10ns 10.26
+8.96e+10ns 10.08
+8.98e+10ns 10.08
+9e+10ns 10.08
+9.02e+10ns 10.08
+9.04e+10ns 10.2
+9.06e+10ns 10.02
+9.08e+10ns 10.02
+9.1e+10ns 10.02
+9.12e+10ns 10.14
+9.14e+10ns 9.96
+9.16e+10ns 10.02
+9.18e+10ns 9.96
+9.2e+10ns 9.96
+9.22e+10ns 10.08
+9.24e+10ns 9.96
+9.26e+10ns 9.96
+9.28e+10ns 9.96
+9.3e+10ns 10.08
+9.32e+10ns 9.96
+9.34e+10ns 9.96
+9.36e+10ns 9.96
+9.38e+10ns 9.96
+9.4e+10ns 10.08
+9.42e+10ns 10.02
+9.44e+10ns 9.96
+9.46e+10ns 10.02
+9.48e+10ns 10.14
+9.5e+10ns 10.02
+9.52e+10ns 10.02
+9.54e+10ns 10.08
+9.56e+10ns 10.08
+9.58e+10ns 10.2
+9.6e+10ns 10.08
+9.62e+10ns 10.14
+9.64e+10ns 10.14
+9.66e+10ns 10.26
+9.68e+10ns 7.62
+9.7e+10ns 10.32
+9.72e+10ns 10.26
+9.74e+10ns 10.2
+9.76e+10ns 10.2
+9.78e+10ns 10.2
+9.8e+10ns 10.26
+9.82e+10ns 10.14
+9.84e+10ns 10.08
+9.86e+10ns 10.08
+9.88e+10ns 10.2
+9.9e+10ns 10.08
+9.92e+10ns 10.02
+9.94e+10ns 10.08
+9.96e+10ns 10.02
+9.98e+10ns 10.14
